Domain	Supergroup	Division	Class	Order	Family	Genus	Last	Size.min	Size.max	Cover	Shape	Spicule	Symmetry	Polarity	Colony	Motility	Plast	Ingestion.mode	Biotic.interaction	Resting.stage	Suspected.trophism	Source.1	Source.2	Source.3	Source.4	IN.OUT
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	NA	Cercomonadidae	5	20	Naked	Amoeboid	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Bass D., Howe A., Mylnikov A., Vickerman K., Chao E., Edwards Smallbone J., Snell J., Cabral Jr C., Cavalier-Smith T. : Phylogeny and Classification of Cercomonadida (Protozoa, Cercozoa): Cercomonas, Eocercomonas, Paracercomonas, and Cavernomonas gen. nov., Protist, 2009, 160(4), 483-521, doi: 10.1016/j.protis.2009.01.004"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas	4	16	Naked	Amoeboid	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Bass D., Howe A., Mylnikov A., Vickerman K., Chao E., Edwards Smallbone J., Snell J., Cabral Jr C., Cavalier-Smith T. : Phylogeny and Classification of Cercomonadida (Protozoa, Cercozoa): Cercomonas, Eocercomonas, Paracercomonas, and Cavernomonas gen. nov., Protist, 2009, 160(4), 483-521, doi: 10.1016/j.protis.2009.01.004"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	NA	NA	Cercomonadida	NA	NA	Naked	Amoeboid	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	NA	Resting stage	Heterotroph	"Bass D., Howe A., Mylnikov A., Vickerman K., Chao E., Edwards Smallbone J., Snell J., Cabral Jr C., Cavalier-Smith T. : Phylogeny and Classification of Cercomonadida (Protozoa, Cercozoa): Cercomonas, Eocercomonas, Paracercomonas, and Cavernomonas gen. nov., Protist, 2009, 160(4), 483-521, doi: 10.1016/j.protis.2009.01.004"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion	8	14	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae	2	6.5	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Teretomonas	Teretomonas	3.5	4.5	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Viridiraptor	Viridiraptor	5	5	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	Plast	Phagotrophic	No	Resting stage	Heterotroph	"Hess S., Melkonian M. : Ultrastructure of the Algivorous Amoeboflagellate Viridiraptor invadens (Glissomonadida, Cercozoa), Protist, 2014, 165(5), 605-635, doi: 10.1016/j.protis.2014.07.004"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Bodomorphidae	Bodomorpha	Bodomorpha	4.5	6.5	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	Glissomonadida	2.5	18	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Neoheteromita	Neoheteromita	4.5	13	Naked	Round	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandona	Sandona	2.5	6.5	Naked	Round	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_Clade-N/F-A	Sandonidae_Clade-N/F-A	2.5	13	Naked	Round	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae	2.5	13	Naked	Round	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	Resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Pansomonadida	Agitatidae	Agitatidae_X	Agitatidae	6	11	Naked	Round	No spicule	Bilateral	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	No	NA	Heterotroph	"Bass D., Howe A., Mylnikov A., Vickerman K., Chao E., Edwards Smallbone J., Snell J., Cabral Jr C., Cavalier-Smith T. : Phylogeny and Classification of Cercomonadida (Protozoa, Cercozoa): Cercomonas, Eocercomonas, Paracercomonas, and Cavernomonas gen. nov., Protist, 2009, 160(4), 483-521, doi: 10.1016/j.protis.2009.01.004"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Pansomonadida	Pansomonadida_X	Pansomonadida_XX	Pansomonadida	NA	NA	Naked	Round	No spicule	Bilateral	Heteropolar	No colony	Swimmer	No plast	Phagotrophic	NA	NA	Heterotroph	"Bass D., Howe A., Mylnikov A., Vickerman K., Chao E., Edwards Smallbone J., Snell J., Cabral Jr C., Cavalier-Smith T. : Phylogeny and Classification of Cercomonadida (Protozoa, Cercozoa): Cercomonas, Eocercomonas, Paracercomonas, and Cavernomonas gen. nov., Protist, 2009, 160(4), 483-521, doi: 10.1016/j.protis.2009.01.004"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	NA	NA	NA	Filosa-Sarcomonadea	NA	NA	Naked	NA	NA	Bilateral	Heteropolar	No colony	NA	NA	Phagotrophic	NA	NA	Heterotroph	"Cavalier-Smith T., Chao E. : Phylogeny and Classification of Phylum Cercozoa (Protozoa), Protist, 2003, 154(3-4), 341-358, doi: 10.1078/143446103322454112"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryomonadida_X	Cryomonadida_XX	Cryomonadida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas	9	32	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Attached	No plast	Myzocytotic	Parasite	Resting stage	Heterotroph	"Drebes G., Kühn S., Gmelch A., Schnepf E. : Cryothecomonas aestivalis sp. nov., a colourless nanoflagellate feeding on the marine centric diatomGuinardia delicatula (Cleve) Hasle, Helgoländer Meeresuntersuchungen, 1996, 50(4), 497-515, doi: 10.1007/bf02367163"	"Thomsen H., Buck K., Bolt P., Garrison D. : Fine structure and biology of Cryothecomonas gen. nov. (Protista incertae sedis) from the ice biota, Canadian Journal of Zoology, 1991, 69(4), 1048-1070, doi: 10.1139/z91-150"	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage	4.5	55	Organic	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Hoppenrath M., Leander B. : Dinoflagellate, Euglenid, or Cercomonad? The Ultrastructure and Molecular Phylogenetic Position of Protaspis grandis n. sp., The Journal of Eukaryotic Microbiology, 2006, 53(5), 327-342, doi: 10.1111/j.1550-7408.2006.00110.x"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	Rhogostoma-lineage_X	Rhogostoma-lineage	15	15	Organic	Round	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliformidae_X	Botuliformidae	NA	NA	NA	Elongated	No spicule	Bilateral	Heteropolar	NA	Swimmer	No plast	Phagotrophic	No	NA	Heterotroph	NA	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage	3	5	Organic	Round	No spicule	Bilateral	Heteropolar	Round	Swimmer	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Yabuki A., Ishida K. : Mataza hastifera n. g., n. sp.: A Possible New Lineage in the Thecofilosea (Cercozoa), Journal of Eukaryotic Microbiology, 2011, 58(2), 94-102, doi: 10.1111/j.1550-7408.2010.00524.x"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Tectofilosida	Pseudodifflugiidae	Pseudodifflugia	Pseudodifflugia	35	56	Organic	NA	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	NA	NA	Heterotroph	"Cavalier-Smith T., Chao E. : Phylogeny and Classification of Phylum Cercozoa (Protozoa), Protist, 2003, 154(3-4), 341-358, doi: 10.1078/143446103322454112"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Tectofilosida	Pseudodifflugiidae	Pseudodifflugiidae_X	Pseudodifflugiidae	NA	NA	Organic	NA	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	NA	NA	Heterotroph	"Cavalier-Smith T., Chao E. : Phylogeny and Classification of Phylum Cercozoa (Protozoa), Protist, 2003, 154(3-4), 341-358, doi: 10.1078/143446103322454112"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	Novel-clade-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-12	NC12A-lineage	NC12A-lineage_X	NC12A-lineage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-12	NC12B-lineage	NC12B-lineage_X	NC12B-lineage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Novel-clade-10-12	Tremulida	Tremulidae	Tremula	Tremula	12	14.5	Naked	Elongated	No spicule	Bilateral	Heteropolar	No colony	Gliding	No plast	Phagotrophic	No	No resting stage	Heterotroph	"Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002"	NA	NA	NA	Yes
Eukaryota	Rhizaria	Cercozoa	Novel-clade-10-12	NA	NA	NA	Novel-clade-10-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Asterionella	Asterionella	80	100	Siliceous	Elongated	No spicule	Bilateral	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Bertrand C., Franquet É., Fayolle S., Cazaubon A. : Une nouvelle approche de la biodiversité : plasticité morphologique chez une diatomée d'eau douce, Comptes Rendus Biologies, 2003, 326(1), 107-120, doi: 10.1016/s1631-0691(03)00012-x"	"Rad-Menéndez C., Gerphagnon M., Garvetto A., Arce P., Badis Y., Sime-Ngando T., Gachon C. : Rediscovering Zygorhizidium affluens Canter: Molecular Taxonomy, Infectious Cycle, and Cryopreservation of a Chytrid Infecting the Bloom-Forming Diatom Asterionella formosa, Applied and Environmental Microbiology, 2018, 84(23), doi: 10.1128/aem.01826-18"	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Diatoma	Diatoma	NA	NA	Siliceous	NA	No spicule	NA	NA	NA	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Loir, M.: Guide Des Diatomées (French Edition), book, Delachaux et Niestlé, Paris., 2004."	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria	5	85	Siliceous	Elongated	No spicule	Bilateral	Heteropolar	Elongated	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Kahlert M., Kelly M., Mann D., Rimet F., Sato S., Bouchez A., Keck F. : Connecting the morphological and molecular species concepts to facilitate species identification within the genus Fragilaria (Bacillariophyta), Journal of Phycology, 2019, 55(4), 948-970, doi: 10.1111/jpy.12886"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Synedra	Synedra	170	554	Siliceous	Elongated	No spicule	Bilateral	Heteropolar	Elongated	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Navarro J. : A Survey of the Marine Diatoms of Puerto Rico. IV. Suborder Araphidineae: Families Diatomaceae and Protoraphidaceae, Botanica Marina, 1982, 25(6), null, doi: 10.1515/botm.1982.25.6.247"	www.sms.si.edu/irlspec/Ardiss_fulgen.htm	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Cyclotella	Cyclotella	4	49	Siliceous	Round	No spicule	Radial	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Spaulding, S., Edlund, M. (2008). Cyclotella. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/cyclotella"	"Olenina I., Hajdu S., Edler L., Wasmund N., Busch S., Gébel J., Gromisz S., Huseby S., Huttunen M., Jaanus A., Kokkonen P., Ledaine I. and Niemkiewicz E. : Biovolumes and size-classes of phytoplankton in the Baltic Sea, HELCOM Balt.Sea Environ. Proc., 2006, 106(106), 144"	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Discostella	Discostella	4	28	Siliceous	Round	No spicule	Radial	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Guerrero J., Echenique R. : Discostellataxa (Bacillariophyta) from the Río Limay basin (northwestern Patagonia, Argentina), European Journal of Phycology, 2006, 41(1), 83-96, doi: 10.1080/09670260500512363"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Stephanodiscus	Stephanodiscus	20	65	Siliceous	Round	No spicule	Radial	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Boyer C. S. : Synopsis of North American Diatomaceae, Proc. Acad. Nat. Sci., 1927, 79(1), 1-228"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Aulacoseira	Aulacoseira	3	15	Siliceous	Elongated	No spicule	Bilateral	Heteropolar	Elongated	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Gibson C., Anderson N., Haworth E. : Aulacoseira subarctica: taxonomy, physiology, ecology and palaeoecology, European Journal of Phycology, 2003, 38(2), 83-101, doi: 10.1080/0967026031000094102"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira	6	30	Siliceous	Elongated	No spicule	Bilateral	Heteropolar	Elongated	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Potapova, M. (2009). Melosira varians. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/species/melosira_varians"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora	6	95	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Spaulding, S. (2011). Amphora. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/amphora"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cymbella	Cymbella	12	360	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Spaulding, S., Edlund, M. (2008). Cymbella. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/cymbella"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Epithemia	Epithemia	70	166	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Boyer C. S. : Synopsis of North American Diatomaceae, Proc. Acad. Nat. Sci., 1927, 79(2), 229-583"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Gomphoneis	Gomphoneis	11	271	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Spaulding, S., Edlund, M. (2009). Gomphoneis. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/gomphoneis"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Gomphonema	Gomphonema	9	77	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Kociolek, P. (2011). Gomphonema acuminatum. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/species/gomphonema_acuminatum"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula	52	105	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Potapova, M. (2011). Navicula radiosa. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/species/navicula_radiosa"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia	3	375	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Spaulding, S., Edlund, M. (2008). Nitzschia. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/nitzschia"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pinnularia	Pinnularia	11	297	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Spaulding, S., Edlund, M. (2009). Pinnularia. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/pinnularia"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Rhopalodia	Rhopalodia	NA	NA	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Spaulding, S., Metzeltin, D. (2011). Rhopalodia. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/rhopalodia"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	Raphid-pennate	NA	NA	Siliceous	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Loir, M.: Guide Des Diatomées (French Edition), book, Delachaux et Niestlé, Paris., 2004."	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	NA	NA	Bacillariophyta	NA	NA	Siliceous	NA	No spicule	NA	NA	NA	NA	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	NA	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2_X	Parmales_env_2	2	5	Siliceous	Round	No spicule	Bilateral	Heteropolar	No colony	Swimmer	Plast	Osmotrophic or no ingestion	NA	No resting stage	Phototroph	"Ichinomiya M., Yoshikawa S., Kamiya M., Ohki K., Takaichi S., Kuwata A. : ISOLATION AND CHARACTERIZATION OF PARMALES (HETEROKONTA/HETEROKONTOPHYTA/STRAMENOPILES) FROM THE OYASHIO REGION, WESTERN NORTH PACIFIC1, Journal of Phycology, 2010, 47(1), 144-151, doi: 10.1111/j.1529-8817.2010.00926.x"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_X	Parmales_XX	Parmales	2	5	Siliceous	Round	No spicule	Bilateral	Heteropolar	No colony	Swimmer	Plast	Osmotrophic or no ingestion	NA	No resting stage	Phototroph	"Ichinomiya M., Yoshikawa S., Kamiya M., Ohki K., Takaichi S., Kuwata A. : ISOLATION AND CHARACTERIZATION OF PARMALES (HETEROKONTA/HETEROKONTOPHYTA/STRAMENOPILES) FROM THE OYASHIO REGION, WESTERN NORTH PACIFIC1, Journal of Phycology, 2010, 47(1), 144-151, doi: 10.1111/j.1529-8817.2010.00926.x"	NA	NA	NA	Yes
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Ochromonas	Ochromonas	3	23	Naked	Round	No spicule	Bilateral	Heteropolar	No colony	Swimmer	Plast	Phagotrophic	No	Resting stage	Mixotroph	"Andersen R. : A light and electron microscopical investigation of Ochromonas sphaerocystis Matvienko (Chrysophyceae): the statospore, vegetative cell and its peripheral vesicles, Phycologia, 1982, 21(3), 390-398, doi: 10.2216/i0031-8884-21-3-390.1"	"Bérard-Therriault L, Poulin M, Bossé L. : Guide d’identification du phytoplancton marin de l’estuaire et du golfe du Saint-Laurent: incluant également certains protozoaires. 1999. Les Presses Scientifiques du CNRC, Ottawa."	www.eol.org/pages/12818/overview	NA	Yes
