Domain,Superphylum,Phylum,Class,Order,Family,Genus,Last,Size.min,Size.max,Cover,Shape,Spicule,Symmetry,Polarity,Colony,Motility,Chloroplast,Plast.origin,Ingestion.mode,Symbiontic,X,Resting.stage,Validation,Validation.I.O,Suspected.trophism,Source.1,Source.2,Source.3,Source.4,IN.OUT
Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Abeoformidae_Group_MAIP_3,Abeoformidae_Group_MAIP_3_X,Abeoformidae_Group_MAIP_3,25,50,Organic,Amoeboid,0,Asymetrical,Heteropolar,None,Attached,0,None,Myzocytotic,Parasite,NA,1,1,OK,NA,https://doi.org/10.1016/j.funeco.2013.03.005,"Marshall, W. L. and Berbee, M. L.: Facing Unknowns: Living cultures (Pirum gemmata gen. nov., sp. nov., and Abeoforma whisleri, gen. nov., sp. nov.) from invertebrate digestive tracts represent an undescribed clade within the unicellular opisthokont lineage ichthyosporea (Mesomycetozoea), Protist, 162(1), 33_57, doi:10.1016/j.protis.2010.06.002, 2011.",,,Yes
Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Ichthyophonidae_Freshwater,Ichthyophonidae_Freshwater_X,Ichthyophonidae_Freshwater,NA,NA,Organic,NA,0,NA,NA,None,Attached,0,None,Myzocytotic,Parasite,NA,1,1,OK,NA,https://doi.org/10.1016/j.funeco.2013.03.005,"Marshall, W. L. and Berbee, M. L.: Facing Unknowns: Living cultures (Pirum gemmata gen. nov., sp. nov., and Abeoforma whisleri, gen. nov., sp. nov.) from invertebrate digestive tracts represent an undescribed clade within the unicellular opisthokont lineage ichthyosporea (Mesomycetozoea), Protist, 162(1), 33_57, doi:10.1016/j.protis.2010.06.002, 2011.",,,Yes
Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Pseudoperkinsidae_X,Pseudoperkinsidae,10,50,Organic,Round,0,Spherical,Isopolar,Round,Attached,0,None,Myzocytotic,Parasite,NA,1,1,OK,NA,https://doi.org/10.1016/j.funeco.2013.03.005,"Marshall, W. L. and Berbee, M. L.: Facing Unknowns: Living cultures (Pirum gemmata gen. nov., sp. nov., and Abeoforma whisleri, gen. nov., sp. nov.) from invertebrate digestive tracts represent an undescribed clade within the unicellular opisthokont lineage ichthyosporea (Mesomycetozoea), Protist, 162(1), 33_57, doi:10.1016/j.protis.2010.06.002, 2011.",,,Yes
Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Rhynosporida,Rhynosporidae,Rhynosporidae_X,Rhynosporidae,NA,NA,Organic,NA,NA,NA,NA,NA,NA,0,None,Myzocytotic,Parasite,NA,1,1,OK,NA,https://doi.org/10.1016/j.funeco.2013.03.005,"Marshall, W. L. and Berbee, M. L.: Facing Unknowns: Living cultures (Pirum gemmata gen. nov., sp. nov., and Abeoforma whisleri, gen. nov., sp. nov.) from invertebrate digestive tracts represent an undescribed clade within the unicellular opisthokont lineage ichthyosporea (Mesomycetozoea), Protist, 162(1), 33_57, doi:10.1016/j.protis.2010.06.002, 2011.",,,Yes
Eukaryota,Opisthokonta,Mesomycetozoa,NA,NA,NA,NA,Mesomycetozoa,NA,NA,Organic,NA,NA,NA,NA,NA,NA,0,None,NA,NA,NA,1,1,OK,NA,https://doi.org/10.1016/j.funeco.2013.03.005,"Marshall, W. L. and Berbee, M. L.: Facing Unknowns: Living cultures (Pirum gemmata gen. nov., sp. nov., and Abeoforma whisleri, gen. nov., sp. nov.) from invertebrate digestive tracts represent an undescribed clade within the unicellular opisthokont lineage ichthyosporea (Mesomycetozoea), Protist, 162(1), 33_57, doi:10.1016/j.protis.2010.06.002, 2011.",,,Yes
Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Eisenia,Eisenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Enchytraeus,Enchytraeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,NA,NA,NA,No
Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Nais,Nais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Tubifex,Tubifex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Balaustium,Balaustium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Carabodes,Carabodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Cyrtarachne,Cyrtarachne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Demodex,Demodex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Dermanyssus,Dermanyssus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Glycyphagus,Glycyphagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Hylyphantes,Hylyphantes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA,Arachnida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Naiadacarus,Naiadacarus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Phauloppia,Phauloppia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Pholcidae,Pholcidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Steatoda,Steatoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Tetragnatha,Tetragnatha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Tyrophagus,Tyrophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Vidia,Vidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Zercon,Zercon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Cyclopidae,Cyclopidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Cyclops,Cyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eucyclops,Eucyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eudiaptomus,Eudiaptomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Itunella,Itunella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Macrocyclops,Macrocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,Occidodiaptomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,NA,Collembola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Sinella,Sinella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Willowsia,Willowsia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Anagrus,Anagrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Cales,Cales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Culex,Culex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Dixella,Dixella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Eukiefferiella,Eukiefferiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Graphopsocus,Graphopsocus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Hydropsyche,Hydropsyche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Malachius,Malachius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Mesosmittia,Mesosmittia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,NA,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Parametriocnemus,Parametriocnemus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Paratanytarsus,Paratanytarsus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Plutella,Plutella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Pycnopsyche,Pycnopsyche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Salpingidae,Salpingidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Tasmanocaenis,Tasmanocaenis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Thrips,Thrips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Tipula,Tipula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Trichocera,Trichocera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Trioxys,Trioxys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Zatania,Zatania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Myriapoda,Diplopoda,Polydesmus,Polydesmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA,Arthropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Hydra,Hydra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Archosauria,Anas,Anas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Archosauria,Gallus,Gallus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Archosauria,Melopsittacus,Melopsittacus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Craniata_XX,Capra,Capra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Craniata_XX,Craniata_XXX,Craniata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Mammalia,Homo,Homo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Auxis,Auxis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Gadus,Gadus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,NA,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Salmo,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Gastrotricha_XXX,Gastrotricha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Heterolepidoderma,Heterolepidoderma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Lepidodermella,Lepidodermella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Ostreoida,Crassostrea,Crassostrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Heterobranchia,Arion,Arion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Heterobranchia,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,NA,NA,NA,NA,Metazoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Ethmolaimus,Ethmolaimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Eumonhystera,Eumonhystera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Monhystera,Monhystera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Oscheius,Oscheius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Panagrolaimus,Panagrolaimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Paraphelenchus,Paraphelenchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Plectus,Plectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Rhabditis,Rhabditis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Tylocephalus,Tylocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Haliplectoidea,Rhabdolaimus,Rhabdolaimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Epidorylaimus,Epidorylaimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA,Enoplea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,NA,NA,NA,No
Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Macrostomorpha,Microstomum,Microstomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Seriata,NA,Seriata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Seriata,Polycelis,Polycelis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Porifera,Porifera_X,Demospongiae,Ephydatia,Ephydatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Porifera,Porifera_X,Demospongiae,Spongilla,Spongilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Brachionus,Brachionus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Collotheca,Collotheca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Conochilus,Conochilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Filinia,Filinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Keratella,Keratella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,NA,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,NA,NA,NA,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Notholca,Notholca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Notommata,Notommata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Ptygura,Ptygura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Synchaeta,Synchaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,Milnesium,Milnesium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,Ramazzottius,Ramazzottius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
Eukaryota,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,Tardigrada_XXX,Tardigrada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,OK,NA,NA,,,,No
